TOWN,BLOCK,ADDRESS,POSTAL_CODE,LATITUDE,LONGITUDE,MAX_FLOOR,SUBZONE,PLANNING_AREA,REGION
sengkang,123A,rivervale drive,541123,1.386042,103.902901,17,rivervale,sengkang,north-east region
yishun,506C,yishun avenue 4,763506,1.415446,103.840456,13,lower seletar,yishun,north region
bukit merah,11,jalan bukit merah,150011,1.286622,103.808963,4,alexandra hill,bukit merah,central region
marine parade,4,marine terrace,440004,1.305096,103.917734,12,marine parade,marine parade,central region
sengkang,320B,anchorvale drive,542320,1.391251,103.890809,15,anchorvale,sengkang,north-east region
jurong east,211,jurong east street 21,600211,1.338669,103.740293,10,yuhua east,jurong east,west region
pasir ris,144,pasir ris street 11,510144,1.362408,103.960544,10,pasir ris drive,pasir ris,east region
hougang,553,hougang street 51,530553,1.37913,103.890376,12,hougang west,hougang,north-east region
pasir ris,782,pasir ris street 71,510782,1.373389,103.938897,16,pasir ris west,pasir ris,east region
woodlands,312,woodlands street 31,730312,1.430688,103.775652,4,woodgrove,woodlands,north region
choa chu kang,818B,choa chu kang avenue 1,682818,1.377259,103.748292,20,keat hong,choa chu kang,west region
tampines,524B,tampines central 7,522524,1.358958,103.938911,17,tampines east,tampines,east region
bishan,133,bishan street 12,570133,1.345468,103.851722,4,bishan east,bishan,central region
sengkang,269C,compassvale link,543269,1.383512,103.896374,17,compassvale,sengkang,north-east region
bukit batok,152,bukit batok street 11,650152,1.348302,103.744257,4,bukit batok west,bukit batok,west region
yishun,433,yishun avenue 6,760433,1.420912,103.847293,12,yishun east,yishun,north region
ang mo kio,256,ang mo kio avenue 4,560256,1.370615,103.835968,12,shangri-la,ang mo kio,north-east region
geylang,22,eunos crescent,400022,1.324759,103.902107,16,geylang east,geylang,central region
tampines,886,tampines street 83,520886,1.351049,103.932057,9,tampines west,tampines,east region
bishan,182,bishan street 13,570182,1.350206,103.853049,8,bishan east,bishan,central region
geylang,43A,sims drive,381043,1.316819,103.87664,4,aljunied,geylang,central region
jurong west,476,jurong west street 41,640476,1.347716,103.724184,12,hong kah,jurong west,west region
punggol,126B,edgedale plains,822126,1.394549,103.911106,17,punggol field,punggol,north-east region
kallang/whampoa,2D,upper boon keng road,384002,1.313079,103.87238,27,boon keng,kallang,central region
bukit batok,532,bukit batok street 51,650532,1.356255,103.749712,16,guilin,bukit batok,west region
bukit merah,47,moh guan terrace,160047,1.284206,103.831063,4,tiong bahru,bukit merah,central region
sembawang,590B,montreal link,752590,1.450086,103.827067,17,admiralty,sembawang,north region
hougang,979A,buangkok crescent,531979,1.379479,103.878977,16,trafalgar,hougang,north-east region
bishan,230,bishan street 23,570230,1.357946,103.845494,11,marymount,bishan,central region
sengkang,304B,anchorvale link,542304,1.38865,103.889215,16,anchorvale,sengkang,north-east region
clementi,421,clementi avenue 1,120421,1.309098,103.768356,40,clementi woods,clementi,west region
yishun,652,yishun avenue 4,760652,1.423779,103.840052,12,yishun south,yishun,north region
tampines,433,tampines street 43,520433,1.359041,103.951133,11,tampines east,tampines,east region
tampines,497B,tampines street 45,521497,1.358683,103.958024,10,tampines east,tampines,east region
pasir ris,101,pasir ris street 12,510101,1.36705,103.958182,13,pasir ris drive,pasir ris,east region
tampines,895,tampines street 81,520895,1.347783,103.931594,11,tampines west,tampines,east region
bukit merah,13,telok blangah crescent,090013,1.278159,103.820475,14,telok blangah way,bukit merah,central region
pasir ris,271,pasir ris street 21,510271,1.365668,103.963963,8,pasir ris drive,pasir ris,east region
central area,4,tanjong pagar plaza,081004,1.275905,103.842741,18,chinatown,outram,central region
ang mo kio,602,ang mo kio avenue 5,560602,1.380709,103.835368,12,yio chu kang west,ang mo kio,north-east region
sengkang,329B,anchorvale street,542329,1.395763,103.889467,16,anchorvale,sengkang,north-east region
tampines,447,tampines street 42,520447,1.357359,103.950485,4,tampines east,tampines,east region
jurong west,640,jurong west street 61,640640,1.34013,103.696648,16,jurong west central,jurong west,west region
sengkang,298B,compassvale street,542298,1.395522,103.902214,17,sengkang town centre,sengkang,north-east region
kallang/whampoa,112,whampoa road,321112,1.326002,103.856732,18,balestier,novena,central region
choa chu kang,817C,keat hong link,683817,1.377567,103.74899,22,keat hong,choa chu kang,west region
choa chu kang,355,choa chu kang central,680355,1.383124,103.743775,14,choa chu kang central,choa chu kang,west region
bukit batok,450D,bukit batok west avenue 6,654450,1.352668,103.743962,22,brickworks,bukit batok,west region
pasir ris,482,pasir ris drive 4,510482,1.373759,103.959715,12,pasir ris drive,pasir ris,east region
kallang/whampoa,65,kallang bahru,330065,1.319695,103.868365,13,geylang bahru,kallang,central region
jurong west,684A,jurong west street 64,641684,1.343998,103.703927,17,jurong west central,jurong west,west region
queenstown,130,clarence lane,140130,1.292721,103.814836,20,margaret drive,queenstown,central region
tampines,104,tampines street 11,520104,1.347206,103.946642,11,tampines east,tampines,east region
sengkang,204C,compassvale drive,543204,1.387566,103.894821,16,sengkang town centre,sengkang,north-east region
bedok,56,chai chee drive,460056,1.32635,103.920064,12,kembangan,bedok,east region
sengkang,323C,sengkang east way,543323,1.392913,103.892403,15,anchorvale,sengkang,north-east region
hougang,173,hougang avenue 1,530173,1.350125,103.888838,14,tai seng,hougang,north-east region
serangoon,4,lorong lew lian,531004,1.350262,103.876485,14,upper paya lebar,serangoon,north-east region
pasir ris,510,pasir ris street 52,510510,1.375726,103.944597,18,pasir ris central,pasir ris,east region
bukit merah,19,cantonment close,080019,1.273884,103.839003,30,everton park,bukit merah,central region
marine parade,77,marine drive,440077,1.302016,103.908586,25,marine parade,marine parade,central region
marine parade,28,marine crescent,440028,1.303437,103.913349,25,marine parade,marine parade,central region
sengkang,146,rivervale drive,540146,1.390496,103.906157,17,rivervale,sengkang,north-east region
pasir ris,477,pasir ris drive 6,510477,1.374476,103.958442,12,pasir ris drive,pasir ris,east region
tampines,114,simei street 1,520114,1.343849,103.950438,11,simei,tampines,east region
kallang/whampoa,16,jalan tenteram,321016,1.328134,103.85956,22,balestier,novena,central region
sembawang,119B,canberra crescent,752119,1.44637,103.831575,13,sembawang east,sembawang,north region
geylang,53,sims place,380053,1.317824,103.880078,13,aljunied,geylang,central region
pasir ris,601,elias road,510601,1.377859,103.943506,17,pasir ris west,pasir ris,east region
sembawang,357C,admiralty drive,753357,1.449829,103.817599,16,sembawang central,sembawang,north region
pasir ris,609,elias road,510609,1.375487,103.942727,13,pasir ris west,pasir ris,east region
punggol,161B,punggol central,822161,1.395723,103.915306,19,punggol field,punggol,north-east region
hougang,439,hougang avenue 8,530439,1.378598,103.893427,17,hougang east,hougang,north-east region
tampines,102,tampines street 11,521102,1.346716,103.945521,11,tampines east,tampines,east region
hougang,250,hougang avenue 3,530250,1.359579,103.891305,4,lorong ah soo,hougang,north-east region
bukit merah,27A,jalan membina,163027,1.282219,103.824536,27,tiong bahru station,bukit merah,central region
sengkang,324D,sengkang east way,544324,1.392844,103.891347,15,anchorvale,sengkang,north-east region
toa payoh,145,potong pasir avenue 2,350145,1.332373,103.866165,17,potong pasir,toa payoh,central region
clementi,512,west coast drive,120512,1.309959,103.76021,12,clementi central,clementi,west region
bukit timah,1,toh yi drive,591501,1.339582,103.774586,13,anak bukit,bukit timah,central region
choa chu kang,443,choa chu kang avenue 4,680443,1.381287,103.737535,15,peng siang,choa chu kang,west region
punggol,602A,punggol central,821602,1.403481,103.907117,16,waterway east,punggol,north-east region
tampines,816,tampines avenue 4,520816,1.347705,103.937556,16,tampines west,tampines,east region
sengkang,207C,compassvale lane,544207,1.384642,103.897952,16,sengkang town centre,sengkang,north-east region
jurong east,62,teban gardens road,600062,1.321499,103.738982,25,teban gardens,jurong east,west region
sengkang,185A,rivervale crescent,541185,1.393322,103.907116,17,rivervale,sengkang,north-east region
ang mo kio,131,ang mo kio avenue 3,560131,1.371015,103.8418,12,kebun bahru,ang mo kio,north-east region
sengkang,123E,rivervale drive,545123,1.386649,103.902725,11,rivervale,sengkang,north-east region
hougang,613,hougang avenue 8,530613,1.369487,103.884789,12,hougang west,hougang,north-east region
serangoon,114,serangoon north avenue 1,550114,1.368852,103.871489,13,serangoon garden,serangoon,north-east region
sengkang,336C,anchorvale crescent,543336,1.397744,103.888583,16,anchorvale,sengkang,north-east region
bukit merah,7,jalan bukit merah,150007,1.287301,103.807988,6,alexandra hill,bukit merah,central region
geylang,9,haig road,430009,1.314434,103.896061,13,geylang east,geylang,central region
jurong west,943,jurong west street 91,640943,1.343695,103.689789,11,yunnan,jurong west,west region
sengkang,408C,fernvale road,793408,1.389245,103.876556,25,fernvale,sengkang,north-east region
woodlands,358,woodlands avenue 5,730358,1.433683,103.783875,12,woodgrove,woodlands,north region
clementi,374,clementi avenue 4,120374,1.319126,103.766984,12,clementi north,clementi,west region
hougang,712,hougang avenue 2,530712,1.365882,103.887387,13,kovan,hougang,north-east region
geylang,337,ubi avenue 1,400337,1.325982,103.901513,4,kampong ubi,geylang,central region
bukit merah,2,delta avenue,161002,1.291734,103.828026,25,bukit ho swee,bukit merah,central region
geylang,68,circuit road,370068,1.325468,103.888077,10,macpherson,geylang,central region
punggol,673B,edgefield plains,822673,1.406978,103.911041,17,waterway east,punggol,north-east region
jurong west,321,tah ching road,610321,1.337272,103.724356,21,taman jurong,jurong west,west region
queenstown,83,strathmore avenue,141083,1.294643,103.808264,21,margaret drive,queenstown,central region
bedok,537,bedok north street 3,460537,1.331773,103.924236,4,bedok north,bedok,east region
punggol,676C,punggol drive,823676,1.405331,103.910587,17,waterway east,punggol,north-east region
punggol,647,punggol central,820647,1.398063,103.915453,18,waterway east,punggol,north-east region
geylang,36,circuit road,370036,1.329026,103.886931,16,macpherson,geylang,central region
woodlands,785C,woodlands rise,733785,1.44592,103.805862,14,woodlands east,woodlands,north region
hougang,693,hougang street 61,530693,1.376698,103.887541,13,hougang west,hougang,north-east region
choa chu kang,672B,choa chu kang crescent,682672,1.40196,103.747011,12,yew tee,choa chu kang,west region
jurong west,338B,kang ching road,612338,1.338139,103.721914,20,taman jurong,jurong west,west region
bukit merah,118C,jalan membina,163118,1.282169,103.826334,30,tiong bahru station,bukit merah,central region
woodlands,214,marsiling lane,730214,1.446971,103.771713,25,north coast,woodlands,north region
woodlands,109,woodlands street 13,730109,1.43752,103.780954,4,woodlands west,woodlands,north region
choa chu kang,26,teck whye lane,680026,1.377621,103.75574,12,teck whye,choa chu kang,west region
ang mo kio,329,ang mo kio avenue 3,560329,1.366599,103.846874,12,townsville,ang mo kio,north-east region
jurong west,271C,jurong west street 24,643271,1.350153,103.704293,16,wenya,jurong west,west region
punggol,678C,punggol drive,823678,1.406212,103.909373,17,waterway east,punggol,north-east region
ang mo kio,416,ang mo kio avenue 10,560416,1.364542,103.855104,14,chong boon,ang mo kio,north-east region
jurong west,158,yung loh road,610158,1.328961,103.72228,18,taman jurong,jurong west,west region
jurong west,550,jurong west street 42,640550,1.352805,103.716741,13,hong kah,jurong west,west region
hougang,603,hougang avenue 4,530603,1.371436,103.885845,10,hougang west,hougang,north-east region
woodlands,829,woodlands street 83,730829,1.439478,103.790258,4,midview,woodlands,north region
bukit panjang,167,petir road,670167,1.377687,103.765102,24,jelebu,bukit panjang,west region
toa payoh,144,potong pasir avenue 2,350144,1.33262,103.865514,4,potong pasir,toa payoh,central region
toa payoh,26,toa payoh east,310026,1.332918,103.856763,11,kim keat,toa payoh,central region
toa payoh,236,lorong 1 toa payoh,310236,1.340274,103.852085,9,braddell,toa payoh,central region
geylang,46,circuit road,370046,1.326155,103.886047,10,macpherson,geylang,central region
jurong east,112,jurong east street 13,600112,1.33921,103.735824,12,yuhua east,jurong east,west region
kallang/whampoa,11,farrer park road,210011,1.312368,103.852109,30,kampong java,kallang,central region
tampines,150,simei street 1,520150,1.346197,103.957105,11,simei,tampines,east region
tampines,231,tampines street 21,521231,1.355941,103.94917,4,tampines east,tampines,east region
sengkang,319C,anchorvale drive,543319,1.390889,103.890634,15,anchorvale,sengkang,north-east region
ang mo kio,452,ang mo kio avenue 10,560452,1.368898,103.856201,4,chong boon,ang mo kio,north-east region
bedok,99,bedok north avenue 4,460099,1.333932,103.93947,25,bedok north,bedok,east region
jurong west,274B,jurong west street 25,642274,1.352866,103.70328,15,wenya,jurong west,west region
jurong west,681A,jurong west central 1,641681,1.344409,103.705195,17,jurong west central,jurong west,west region
sengkang,202C,sengkang east road,543202,1.387532,103.892967,16,sengkang town centre,sengkang,north-east region
tampines,250,tampines street 21,520250,1.352319,103.948458,10,tampines east,tampines,east region
ang mo kio,637,ang mo kio avenue 6,560637,1.380362,103.842335,12,yio chu kang west,ang mo kio,north-east region
bukit merah,1,everton park,081001,1.277427,103.840001,12,everton park,bukit merah,central region
woodlands,173,woodlands street 13,730173,1.432967,103.777807,10,woodlands west,woodlands,north region
ang mo kio,705,ang mo kio avenue 8,560705,1.370437,103.847516,4,ang mo kio town centre,ang mo kio,north-east region
clementi,510,west coast drive,120510,1.310823,103.760806,14,clementi central,clementi,west region
serangoon,506A,serangoon north avenue 4,551506,1.373024,103.875829,15,serangoon north,serangoon,north-east region
kallang/whampoa,113,lorong 3 geylang,381113,1.311798,103.873852,14,kampong bugis,kallang,central region
punggol,618B,punggol drive,822618,1.401466,103.912122,17,waterway east,punggol,north-east region
woodlands,751,woodlands circle,730751,1.44509,103.794199,12,woodlands east,woodlands,north region
bukit timah,8,toh yi drive,590008,1.337965,103.774016,4,anak bukit,bukit timah,central region
yishun,795A,yishun ring road,761795,1.419412,103.832841,4,khatib,yishun,north region
sengkang,403A,fernvale lane,791403,1.388931,103.873209,22,fernvale,sengkang,north-east region
jurong east,316,jurong east street 32,600316,1.346007,103.73208,13,yuhua west,jurong east,west region
bukit batok,623,bukit batok central,650623,1.350832,103.749373,18,bukit batok central,bukit batok,west region
hougang,965,hougang avenue 9,530965,1.378635,103.877616,16,trafalgar,hougang,north-east region
bukit batok,336,bukit batok street 32,650336,1.364929,103.748366,12,hong kah north,bukit batok,west region
kallang/whampoa,41,cambridge road,210041,1.315438,103.849818,8,kampong java,kallang,central region
tampines,230B,tampines street 24,525230,1.355398,103.950734,12,tampines east,tampines,east region
geylang,133,geylang east avenue 1,380133,1.31644,103.885458,19,aljunied,geylang,central region
sembawang,339A,sembawang close,751339,1.448015,103.817881,16,sembawang central,sembawang,north region
bedok,205,bedok north street 1,460205,1.325927,103.930808,4,bedok north,bedok,east region
sengkang,469C,sengkang west way,793469,1.396324,103.877422,26,fernvale,sengkang,north-east region
serangoon,103,serangoon north avenue 1,550103,1.370674,103.870264,13,serangoon garden,serangoon,north-east region
yishun,713,yishun street 71,760713,1.427528,103.827417,8,yishun west,yishun,north region
sengkang,436A,fernvale road,791436,1.392834,103.876518,25,fernvale,sengkang,north-east region
bedok,165,bedok south road,460165,1.320309,103.94609,12,bedok south,bedok,east region
bishan,150,bishan street 11,570150,1.344527,103.855214,4,bishan east,bishan,central region
punggol,623A,punggol central,821623,1.399885,103.911896,18,waterway east,punggol,north-east region
bedok,640,bedok reservoir road,410640,1.332101,103.904953,17,kaki bukit,bedok,east region
jurong west,716,jurong west street 71,640716,1.344098,103.696724,14,yunnan,jurong west,west region
jurong west,358,yung an road,610358,1.336415,103.720774,15,taman jurong,jurong west,west region
toa payoh,85A,lorong 4 toa payoh,311085,1.336285,103.849406,22,toa payoh central,toa payoh,central region
sembawang,469,admiralty drive,750469,1.448532,103.814039,16,sembawang north,sembawang,north region
woodlands,429,woodlands street 41,730429,1.426617,103.772949,12,woodgrove,woodlands,north region
hougang,662,hougang avenue 4,530662,1.374377,103.882875,12,hougang west,hougang,north-east region
jurong east,39,teban gardens road,600039,1.321369,103.742845,5,teban gardens,jurong east,west region
sembawang,504B,montreal drive,752504,1.450882,103.823326,13,admiralty,sembawang,north region
sengkang,452B,sengkang west way,792452,1.393592,103.873976,23,fernvale,sengkang,north-east region
pasir ris,468,pasir ris drive 6,510468,1.373828,103.956758,12,pasir ris drive,pasir ris,east region
bishan,119,bishan street 12,570119,1.34735,103.850535,13,bishan east,bishan,central region
bukit panjang,606,senja road,670606,1.381296,103.761571,30,senja,bukit panjang,west region
clementi,349,clementi avenue 2,120349,1.315959,103.771054,10,clementi north,clementi,west region
bishan,175,bishan street 13,570175,1.348961,103.853736,9,bishan east,bishan,central region
bukit batok,348,bukit batok street 34,650348,1.362135,103.750617,14,hong kah north,bukit batok,west region
yishun,479B,yishun street 42,762479,1.429779,103.850096,14,yishun east,yishun,north region
serangoon,536,serangoon north avenue 4,550536,1.373876,103.875173,10,serangoon north,serangoon,north-east region
punggol,614B,edgefield plains,822614,1.402903,103.910058,17,waterway east,punggol,north-east region
woodlands,36,marsiling drive,730036,1.445324,103.772193,25,north coast,woodlands,north region
yishun,201,yishun street 21,760201,1.430649,103.837997,10,northland,yishun,north region
yishun,657,yishun avenue 4,760657,1.422241,103.839349,12,yishun south,yishun,north region
jurong west,678B,jurong west street 64,642678,1.345128,103.703897,16,jurong west central,jurong west,west region
tampines,237,tampines street 21,520237,1.355491,103.947212,12,tampines east,tampines,east region
ang mo kio,533,ang mo kio avenue 5,560533,1.374169,103.853002,12,cheng san,ang mo kio,north-east region
woodlands,520,woodlands drive 14,730520,1.434174,103.792397,12,woodlands south,woodlands,north region
woodlands,625B,woodlands drive 52,732625,1.433417,103.800013,12,woodlands east,woodlands,north region
bukit merah,62,telok blangah heights,100062,1.275245,103.811107,12,telok blangah drive,bukit merah,central region
bishan,250,bishan street 22,570250,1.361615,103.843937,11,marymount,bishan,central region
toa payoh,11,joo seng road,360011,1.335009,103.880706,20,joo seng,toa payoh,central region
tampines,945,tampines avenue 4,520945,1.351383,103.940373,11,tampines west,tampines,east region
kallang/whampoa,76,lorong limau,320076,1.325024,103.854232,16,balestier,novena,central region
hougang,409,hougang avenue 10,530409,1.373692,103.895116,13,hougang east,hougang,north-east region
yishun,147,yishun street 11,760147,1.431281,103.83183,12,yishun west,yishun,north region
sembawang,508C,wellington circle,753508,1.452882,103.821432,13,admiralty,sembawang,north region
woodlands,637,woodlands ring road,730637,1.437427,103.802633,12,woodlands east,woodlands,north region
jurong west,952,jurong west street 91,640952,1.342538,103.691438,9,yunnan,jurong west,west region
hougang,996C,buangkok crescent,536996,1.385768,103.882467,16,trafalgar,hougang,north-east region
choa chu kang,157,jalan teck whye,680157,1.379188,103.756783,16,teck whye,choa chu kang,west region
marine parade,29,marine crescent,440029,1.30285,103.913197,25,marine parade,marine parade,central region
tampines,933,tampines street 91,520933,1.345242,103.939099,9,tampines west,tampines,east region
bedok,748C,bedok reservoir crescent,473748,1.336162,103.921493,15,bedok reservoir,bedok,east region
tampines,942,tampines avenue 5,520942,1.349773,103.940622,13,tampines west,tampines,east region
sembawang,482,admiralty link,750482,1.45544,103.815461,16,sembawang north,sembawang,north region
geylang,34,cassia crescent,390034,1.309641,103.884472,13,aljunied,geylang,central region
bedok,142,bedok reservoir road,470142,1.335636,103.913269,13,kaki bukit,bedok,east region
bedok,412,bedok north avenue 2,460412,1.329291,103.931091,9,bedok north,bedok,east region
hougang,607,hougang avenue 4,530607,1.370252,103.886158,9,hougang west,hougang,north-east region
pasir ris,155,pasir ris street 13,510155,1.363426,103.963536,9,pasir ris drive,pasir ris,east region
bukit batok,361,bukit batok street 31,650361,1.360734,103.750944,12,hong kah north,bukit batok,west region
pasir ris,471,pasir ris drive 6,510471,1.374156,103.957818,4,pasir ris drive,pasir ris,east region
clementi,445A,clementi avenue 3,121445,1.312753,103.764157,40,clementi central,clementi,west region
bukit batok,119,bukit batok west avenue 6,650119,1.350422,103.746804,11,bukit batok central,bukit batok,west region
jurong east,23,teban gardens road,600023,1.322858,103.739239,40,teban gardens,jurong east,west region
bedok,116,lengkong tiga,410116,1.322785,103.911863,18,kembangan,bedok,east region
queenstown,32,holland close,270032,1.306185,103.796881,10,holland drive,queenstown,central region
tampines,827,tampines street 81,520827,1.349721,103.933719,4,tampines west,tampines,east region
bishan,25,sin ming road,570025,1.354891,103.83819,12,upper thomson,bishan,central region
punggol,117,edgefield plains,820117,1.395787,103.906618,17,punggol field,punggol,north-east region
choa chu kang,110,teck whye lane,680110,1.378237,103.752208,12,teck whye,choa chu kang,west region
serangoon,222,serangoon avenue 4,550222,1.35843,103.871224,12,serangoon garden,serangoon,north-east region
ang mo kio,577,ang mo kio avenue 10,560577,1.371787,103.855854,14,cheng san,ang mo kio,north-east region
sengkang,202A,compassvale drive,541202,1.38836,103.893143,15,sengkang town centre,sengkang,north-east region
jurong west,731,jurong west street 72,640731,1.345496,103.698708,12,yunnan,jurong west,west region
jurong west,555,jurong west street 42,640555,1.353669,103.718853,9,hong kah,jurong west,west region
choa chu kang,407,choa chu kang avenue 3,680407,1.380418,103.740828,14,peng siang,choa chu kang,west region
jurong west,648D,jurong west street 61,644648,1.33943,103.697684,16,jurong west central,jurong west,west region
tampines,908,tampines avenue 4,520908,1.35054,103.938716,4,tampines west,tampines,east region
bukit batok,278,bukit batok east avenue 3,650278,1.347851,103.757774,4,bukit batok east,bukit batok,west region
sembawang,132A,canberra crescent,751132,1.443454,103.831295,12,sembawang east,sembawang,north region
bukit panjang,252,bangkit road,670252,1.379953,103.774058,12,bangkit,bukit panjang,west region
woodlands,855,woodlands street 83,730855,1.440117,103.792875,12,midview,woodlands,north region
yishun,828,yishun street 81,760828,1.415191,103.832902,11,yishun south,yishun,north region
tampines,106,simei street 1,520106,1.341885,103.950833,11,simei,tampines,east region
jurong west,654C,jurong west street 61,643654,1.335845,103.697293,16,jurong west central,jurong west,west region
sengkang,286A,compassvale crescent,541286,1.397356,103.896193,15,sengkang town centre,sengkang,north-east region
bukit panjang,408,fajar road,670408,1.381806,103.768863,11,fajar,bukit panjang,west region
woodlands,206,marsiling drive,730206,1.445407,103.77337,11,north coast,woodlands,north region
hougang,118,hougang avenue 1,530118,1.35346,103.887488,4,lorong ah soo,hougang,north-east region
woodlands,105,woodlands street 13,730105,1.436845,103.781579,13,woodlands west,woodlands,north region
bukit batok,445B,bukit batok west avenue 8,652445,1.351074,103.738755,21,brickworks,bukit batok,west region
yishun,213,yishun street 21,760213,1.431815,103.836535,12,northland,yishun,north region
choa chu kang,670,choa chu kang crescent,680670,1.402978,103.747753,17,yew tee,choa chu kang,west region
ang mo kio,700A,ang mo kio avenue 6,561700,1.369971,103.846076,25,ang mo kio town centre,ang mo kio,north-east region
yishun,741,yishun avenue 5,760741,1.4301,103.833118,12,yishun west,yishun,north region
woodlands,424,woodlands street 41,730424,1.427287,103.774859,12,woodgrove,woodlands,north region
yishun,673C,yishun avenue 4,763673,1.421049,103.842207,13,yishun south,yishun,north region
sembawang,313,sembawang drive,750313,1.444472,103.821707,16,sembawang central,sembawang,north region
bukit merah,18,taman ho swee,162018,1.288099,103.831032,9,bukit ho swee,bukit merah,central region
sengkang,275D,compassvale link,544275,1.382905,103.893713,15,compassvale,sengkang,north-east region
serangoon,148,serangoon north avenue 1,550148,1.368304,103.873673,4,serangoon garden,serangoon,north-east region
bukit batok,146,bukit batok west avenue 6,650146,1.349669,103.744083,12,bukit batok west,bukit batok,west region
serangoon,107,serangoon north avenue 1,550107,1.3699,103.870225,13,serangoon garden,serangoon,north-east region
jurong east,371,jurong east street 32,600371,1.348308,103.73192,16,yuhua west,jurong east,west region
queenstown,27,ghim moh link,270027,1.308371,103.785134,40,ghim moh,queenstown,central region
bishan,179,bishan street 13,570179,1.348608,103.851843,25,bishan east,bishan,central region
punggol,213A,punggol walk,821213,1.400309,103.898075,16,matilda,punggol,north-east region
bukit panjang,608,senja road,670608,1.382902,103.761368,21,senja,bukit panjang,west region
woodlands,110,woodlands street 13,730110,1.437598,103.781576,13,woodlands west,woodlands,north region
woodlands,335,woodlands street 32,730335,1.429725,103.780579,10,woodgrove,woodlands,north region
tampines,907,tampines avenue 4,520907,1.350612,103.939397,13,tampines west,tampines,east region
geylang,126,aljunied road,380126,1.323626,103.88212,20,macpherson,geylang,central region
yishun,227,yishun street 21,760227,1.43507,103.836645,12,northland,yishun,north region
yishun,323,yishun central,760323,1.428179,103.841272,12,yishun east,yishun,north region
sengkang,309D,anchorvale road,544309,1.390811,103.885496,18,anchorvale,sengkang,north-east region
bedok,186B,bedok north street 4,462186,1.330037,103.940842,19,bedok north,bedok,east region
toa payoh,262,toa payoh east,310262,1.333204,103.855618,36,boon teck,toa payoh,central region
sengkang,212B,compassvale drive,542212,1.386185,103.900551,16,sengkang town centre,sengkang,north-east region
bedok,769,bedok reservoir view,470769,1.335779,103.937912,19,bedok reservoir,bedok,east region
jurong west,866,jurong west street 81,640866,1.350574,103.695466,14,yunnan,jurong west,west region
clementi,335,clementi avenue 2,120335,1.316994,103.768507,12,clementi north,clementi,west region
toa payoh,59,lorong 5 toa payoh,310059,1.33675,103.851794,10,boon teck,toa payoh,central region
bukit merah,106,henderson crescent,150106,1.289426,103.822277,14,henderson hill,bukit merah,central region
bukit batok,530,bukit batok street 51,650530,1.356182,103.751093,4,guilin,bukit batok,west region
jurong west,154,yung ho road,610154,1.327124,103.721782,13,taman jurong,jurong west,west region
ang mo kio,182,ang mo kio avenue 5,560182,1.377339,103.836472,13,kebun bahru,ang mo kio,north-east region
kallang/whampoa,461,crawford lane,190461,1.305104,103.860869,25,crawford,kallang,central region
ang mo kio,522,ang mo kio avenue 5,560522,1.373116,103.851949,12,cheng san,ang mo kio,north-east region
yishun,429A,yishun avenue 11,761429,1.422097,103.84956,13,yishun east,yishun,north region
choa chu kang,118,teck whye lane,680118,1.379871,103.750647,11,teck whye,choa chu kang,west region
pasir ris,251,pasir ris street 21,510251,1.370264,103.96241,13,pasir ris drive,pasir ris,east region
choa chu kang,401,choa chu kang avenue 3,680401,1.379693,103.739761,14,peng siang,choa chu kang,west region
woodlands,326,woodlands street 32,730326,1.430421,103.779582,13,woodgrove,woodlands,north region
sengkang,436B,fernvale road,792436,1.392878,103.876976,21,fernvale,sengkang,north-east region
bukit batok,438A,bukit batok west avenue 8,651438,1.357486,103.740845,15,brickworks,bukit batok,west region
queenstown,13,dover close east,130013,1.30537,103.78608,25,dover,queenstown,central region
choa chu kang,516,choa chu kang street 51,680516,1.390951,103.743525,14,choa chu kang north,choa chu kang,west region
jurong west,729,jurong west avenue 5,640729,1.346413,103.697839,12,yunnan,jurong west,west region
toa payoh,128,lorong 1 toa payoh,310128,1.337813,103.844332,16,toa payoh west,toa payoh,central region
sengkang,157D,rivervale crescent,544157,1.388087,103.907889,18,rivervale,sengkang,north-east region
tampines,806,tampines avenue 4,520806,1.34554,103.936876,12,tampines west,tampines,east region
punggol,176B,edgefield plains,822176,1.398557,103.908509,17,punggol field,punggol,north-east region
yishun,131,yishun street 11,760131,1.433163,103.831685,12,yishun west,yishun,north region
bukit merah,141,jalan bukit merah,160141,1.277146,103.828739,11,kampong tiong bahru,bukit merah,central region
queenstown,158,mei ling street,140158,1.29274,103.802807,12,mei chin,queenstown,central region
pasir ris,765,pasir ris street 71,510765,1.376702,103.934747,15,pasir ris west,pasir ris,east region
jurong east,273,toh guan road,600273,1.342662,103.745311,10,toh guan,jurong east,west region
ang mo kio,328,ang mo kio avenue 3,560328,1.366618,103.847867,12,townsville,ang mo kio,north-east region
bukit batok,202,bukit batok street 21,650202,1.346598,103.748448,25,bukit batok central,bukit batok,west region
bukit panjang,633C,senja road,673633,1.384735,103.759218,31,senja,bukit panjang,west region
punggol,646,punggol central,820646,1.398149,103.915781,18,waterway east,punggol,north-east region
pasir ris,611,elias road,510611,1.375058,103.942534,13,pasir ris west,pasir ris,east region
hougang,653,hougang avenue 8,530653,1.372832,103.881247,17,hougang west,hougang,north-east region
bukit panjang,472,segar road,670472,1.387911,103.772572,15,fajar,bukit panjang,west region
central area,1,tanjong pagar plaza,082001,1.275596,103.842393,24,chinatown,outram,central region
